x,y,z
-45.6937897531329,-45.4364173576164,3.39155246304017
-45.6922185909507,-46.0613281691228,3.24725776546053
-45.6904029627855,-46.686281544136,3.22881540900024
-45.6905512788298,-47.3112336832243,3.21814583220245
-45.6904500503246,-47.9352269085409,3.22336642489792
-45.6910835458475,-48.5602633677495,3.24286379379177
-45.6902474305581,-49.1842166204685,3.22992624665545
-45.6908810882174,-49.8082536383497,3.25813472504768
-45.6922442257662,-50.4333318540893,3.29651297453784
-45.6928778837353,-51.0573669619871,3.32472139772216
-45.6927763303378,-51.6833628899254,3.32556526524366
-45.6934045831301,-52.3083992231252,3.33117963171361
-45.692573548435,-52.9333520431803,3.31709159381955
-45.6924723199298,-53.557345268497,3.2647203129687
-45.6923709289784,-54.1823398451244,3.2691736869526
-45.692269538027,-54.8073344217519,3.27840404008272
-45.6921683092119,-55.4313295570519,3.28759788286233
-45.6913320317862,-56.0562822510983,3.28338788072745
-45.6912306408348,-56.6812768277257,3.28285972803709
-45.6911292498834,-57.3062714043532,3.28233157534672
-45.6910276967957,-57.932265422308,3.27546990537948
-45.6899418745105,-58.5562611125661,3.28473058998735
-45.6908250770292,-59.1812551342356,3.22752951631865
-45.6907236860779,-59.806249710863,3.23257901316096
-45.6906221329902,-60.4322437288179,3.23204690714259
-45.6897858569724,-61.0571983328889,3.23431110025357
-45.689684466021,-61.6821929095163,3.25006108898565
-45.6888534313259,-62.3071457295715,3.25569721304875
-45.6877672847681,-62.9331403024843,3.27149548118544
-45.6886506494231,-63.5571348828264,3.2871971905129
-45.6885492584717,-64.1821294594538,3.00679031537759
-45.687712981046,-64.8070821535001,2.99628644842433
-45.6876114279583,-65.433076171455,2.99580770108226
-45.6867751522504,-66.0580288655426,2.98317342266445
-45.686673761299,-66.6830234421701,2.98057171050889
-45.6858464898207,-67.3079762601041,2.96796683210819
-45.6857450988694,-67.9329708367315,2.99229234894389
-45.6856438700543,-68.5569659720316,3.00160957752321
-45.6855424791029,-69.181960548659,3.00113828668353
-45.6847060395409,-69.8079126840327,2.99042475480991
-45.6846046485895,-70.4329072606602,2.98782304265435
-45.6845030955018,-71.0589012786151,2.99696701570402
-45.6836668197938,-71.6838539727027,2.99627416815828
-45.0604231637568,-72.9457726516526,2.99814668731499
-45.0597952375746,-72.3187336158725,2.99075423607533
-45.0598967906623,-71.6927395979177,2.99336010868083
-45.0607278236396,-71.0677867778213,2.99402289016103
-45.0608293767273,-70.4417927598664,2.99662876276653
-45.0609307676787,-69.816798183239,2.98748062926693
-45.058836344736,-69.1926775241245,2.95808495550604
-45.0574728822948,-68.5696020110064,2.93851283323381
-45.0568398755183,-67.9415634078902,2.91917969609368
-45.0569409421971,-67.3185677139174,2.91964925813837
-45.0592419085416,-66.6926992176146,2.9275193735362
-45.0608091470885,-66.0687878495979,2.95018273366608
-45.0623753908127,-65.4418780294279,2.97282784303188
-45.0624769439004,-64.8158840114731,3.19146234162191
-45.0640427012157,-64.1919725152852,3.19599611930893
-45.0648793029141,-63.5650209385841,3.19034048407285
-45.0657157309069,-62.9390688031747,3.18471002507805
-45.0658171218583,-62.3140742265472,3.16896003634597
-45.0676327500235,-61.6891208515341,3.17086029566862
-45.0677341409749,-61.0641262749067,3.17139155214413
-45.0678355322362,-60.4391297882958,3.16504261781437
-45.0669487384883,-59.8131363274145,3.20348257542841
-45.0687696093841,-59.1881830784102,3.20435466420334
-45.0688710003355,-58.5631885017827,3.21222921642327
-45.0689723912869,-57.9381939251553,3.21275736911364
-45.0690739443746,-57.3121999072004,3.21328636638354
-45.0681907418559,-56.687205885531,3.20959871341239
-45.0682921328072,-56.0622113089035,3.20037023706526
-45.0683933616223,-55.4382161736034,3.19116736307996
-45.06849491471,-54.8122221556486,3.18194644052771
-45.0685961435251,-54.1882270203485,3.1951371117847
-45.0686975344765,-53.5632324437211,3.22010672247204
-45.0705184036545,-52.9382791946755,3.23895172960802
-45.0689004785156,-52.3122438491388,3.22935112582364
-45.0675410926144,-51.6871656312423,3.20258627991898
-45.0678925267131,-51.0601278244732,3.17430425767896
-45.0655452806951,-50.4320499296847,3.13582610910553
-45.0619817350668,-49.8038477401398,3.06684541241109
-45.0607185286229,-48.5627737396859,3.0318366393738
-45.05715778259,-47.9495709359996,2.97418793521456
-45.0587201111223,-47.3236586492891,2.99499418666692
-45.0639514552804,-46.6989570007505,3.07070683595221
-45.0618573566103,-46.0728374589812,3.11095715270348
-45.0695386320122,-45.4432197779353,3.26914536488299
-45.0701163587851,-44.8173090062213,3.28663796980746
-45.0702177497365,-44.1923144295938,3.2844447839103
-45.0710541877365,-43.5663613341871,3.29522417553959
-45.0711557409783,-42.9403663662406,3.2957326390213
-45.0712571319297,-42.3153717896131,3.29623015532341
-45.0713585228811,-41.6903772129856,3.2837479060841
-45.0714599138325,-41.0653826363582,3.26893802381492
-45.0715613047838,-40.4403880597307,3.25735462968686
-45.0716625334448,-39.8163938744224,3.24702328868861
-45.0717639243962,-39.191399297795,3.23665063390038
-45.0718654126602,-38.5658048663727,3.22500512645252
-45.0719666900537,-37.9415102836711,3.2216520719057
-45.0720680972504,-37.3164155679126,3.21017254711122
-45.0731540816719,-36.6914204363271,3.19642767685112
