time,Frame,A1: Press.(PSIG),A2: Press.(PSIG),A3: Press.(PSIG),A4: Press.(PSIG),A5: Press.(PSIG),B1: Press.(PSIG),B2: Press.(PSIG),B3: Press.(PSIG),B4: Press.(PSIG),B5: Press.(PSIG),C1: Press.(PSIG),C2: Press.(PSIG),C3: Press.(PSIG),C4: Press.(PSIG),C5: Press.(PSIG),D1: Press.(PSIG),D2: Press.(PSIG),D3: Press.(PSIG),D4: Press.(PSIG),D5: Press.(PSIG),E1: Press.(PSIG),E2: Press.(PSIG),E3: Press.(PSIG),E4: Press.(PSIG),E5: Press.(PSIG),Chamber Press(Torr),High Acc. Transducer (PSIG),RF-Tank(V),A1: Temp.(C),A2: Temp.(C),A3: Temp.(C),A4: Temp.(C),A5: Temp.(C),B1: Temp.(C),B2: Temp.(C),B3: Temp.(C),B4: Temp.(C),B5: Temp.(C),C1: Temp.(C),C2: Temp.(C),C3: Temp.(C),C4: Temp.(C),C5: Temp.(C),D1: Temp.(C),D2: Temp.(C),D3: Temp.(C),D4: Temp.(C),D5: Temp.(C),E1: Temp.(C),E2: Temp.(C),E3: Temp.(C),E4: Temp.(C),E5: Temp.(C),Thermocouple1,Thermocouple2,Thermocouple3,Thermocouple4,Thermocouple5,Temp Setpoint,Press Setpoint
1755540143566,0,-0.3078,6.136,5.016,5.016,8.658,3.895,8.378,2.774,12.3,13.98,3.335,5.296,3.895,2.214,8.098,2.214,5.296,9.779,8.378,12.58,5.296,3.335,13.14,19.3,6.417,0.1401,8.375,37.12,646.7,646.9,639.8,620.6,594.1,641.3,647.4,641.3,622.2,592.3,623.8,636.8,611.2,583.8,603.4,649.3,662.0,652.3,634.2,603.4,645.3,650.5,647.7,633.6,614.5,24.81,54.29,24.99,24.99,463.6,820.4,0.0
1755540143766,1,0.3631459460449219,8.148997473144531,5.46297802734375,4.568223797607422,10.670997473144531,3.000245770263672,7.706734783935547,7.917440014648437,11.182554931640626,14.203489013671875,2.887223797607422,1.717701438598633,4.5654670410156255,2.8844670410156246,4.966759283447265,8.47648143310547,3.7307787292480468,5.529516040039063,11.955420568847655,6.989581958007812,3.283002526855469,4.9002212707519535,13.363489013671876,18.4060439453125,9.771729730224608,0.1458468603515625,1.4362248480224602,37.55899627685547,646.9394525146485,647.8578100585937,640.4385400390626,620.4403649902343,594.2596350097656,640.5018249511718,648.677080078125,640.6614599609375,623.3174450683593,591.5816424560546,625.476167602539,636.9596350097656,610.7210949707031,583.7201824951172,603.6394525146485,647.2247448730469,662.3990875244141,651.4220074462891,634.3596350097656,603.1605474853516,645.8587225341797,648.344927368164,646.9816424560547,632.9614599609374,614.0210949707031,24.81,54.29,24.99,24.99,463.6,820.4,0.0
1755540143966,2,4.781645419921875,8.658,5.799489013671875,5.573243243408203,8.272248297119141,2.997489013671875,6.866532958984375,2.95631674194336,12.24093408203125,13.81302197265625,4.3392212707519535,5.061665602416992,5.182776202392579,3.2782871887207032,3.7280219726562502,10.730467041015626,0.8747052294921877,4.455,15.09489013671875,5.3525109863281255,4.1157322570800785,8.202953527832031,7.382603930664063,23.104740051269534,9.053980554199217,0.13692372436523437,1.0691676873779297,37.111277465820315,646.8403649902343,648.6587225341797,640.6798175048829,619.8412774658203,594.2201824951172,641.4972625732421,648.2018249511718,641.6972625732421,623.2807299804688,591.2403649902344,626.2990875244141,637.2394525146484,610.6,583.9394525146485,603.3807299804687,649.25416015625,663.1385400390625,652.1578100585938,634.4798175048828,603.3394525146484,645.3614599609375,649.2367150878906,646.8798175048828,633.199087524414,615.0174450683593,24.81,54.297981750488276,25.029908752441404,24.997981750488282,463.6,820.4,0.0
1755540144166,3,6.750754229736328,5.974535485839844,4.737756756591797,4.961245770263672,6.418756756591797,5.290486486816406,8.709199298095703,1.373,14.144423095703125,11.912087890625001,1.828046472167969,5.2420439453125,3.059513513183594,3.558489013671875,6.521953527832031,7.768759283447266,1.8181405407714843,4.9027762023925785,12.754642822265625,5.74297802734375,4.231510986328125,7.372778729248047,8.315975500488282,23.00906591796875,8.658,0.13278346740722655,-6.212149816894531,38.29497058105469,645.7623724365234,647.3632849121094,640.3807299804687,620.1789050292969,595.3972625732422,641.6403649902344,648.4789050292969,640.8825549316407,623.4394525146485,591.2798175048828,625.921094970703,637.3,610.6798175048829,584.4789050292969,603.5394525146485,648.2238323974609,662.8210949707031,651.2027374267578,635.1385400390625,602.3623724365234,645.2,648.722007446289,647.3789050292969,633.9385400390626,613.5440148925782,24.81,54.3,25.04,25.0,463.6,820.4,0.0
1755540144367,4,8.552026270751954,8.446052541503906,5.130470216064453,4.960692188720703,6.586581202392578,4.280973729248047,6.968306688232422,5.873992973632812,13.865332958984375,13.484001123046875,4.693633743896484,1.8651442834472656,3.169470216064453,5.414915284423828,1.4061830075561523,10.35274473022461,2.214,3.215281540527344,16.742669287109376,5.856,2.5999737292480467,7.652470216064453,10.738718459472656,21.995332958984374,9.78405141845703,0.13368508007812502,-11.634205112304688,37.73847569580079,645.5803175048828,647.5622225341797,641.183492553711,621.2638100585938,595.2180949707032,640.4755549316407,649.001587524414,641.001587524414,623.0180949707031,590.3361899414062,625.6393649902344,637.3803175048828,611.1015875244141,583.8771424560547,604.0819050292969,647.8,662.3787299804687,651.8638100585938,634.6574599609374,603.1441275634766,645.1196824951172,649.1425400390625,648.1425400390625,633.698412475586,613.7425400390625,24.81,54.3,25.04,25.0,463.6,820.4,0.0
1755540144566,5,3.3475819580078126,7.429289715576172,6.414243243408203,5.9099560546875,9.156975500488281,4.3419780273437505,6.417,6.977,11.465109863281251,12.63906591796875,5.799489013671875,1.093,4.2289560546875,5.40902197265625,-0.9218773429565429,11.403489013671875,3.3322432434082034,2.103532958984375,17.9,6.9742432434082025,2.214,6.699756756591797,9.613980554199218,19.810617126464845,7.599226324462891,0.13687343017578124,-1.8496880590820306,37.52798175048828,645.1210949707031,648.0192700195313,640.2027374267578,620.4623724365234,595.7385400390625,640.9183575439454,648.9403649902343,641.4192700195313,622.5807299804687,590.4192700195313,624.8018249511719,637.0807299804687,611.2,583.7,603.6412774658203,648.5183575439453,662.0605474853515,651.1421899414063,634.5798175048828,603.6394525146485,644.7807299804688,649.699087524414,646.4641973876953,633.2009124755859,613.9798175048828,24.81,54.30798175048828,25.08789050292969,25.047890502929686,463.6,820.4,0.0
1755540144767,6,3.2841372570800784,6.076640770263672,7.822248243408204,4.785862742919922,7.978281540527344,6.030829445800781,5.516640770263672,4.951392526855469,12.024445068359375,10.275195701904297,4.280973729248047,2.2182482434082034,4.905581202392578,7.321607473144531,1.7771635278320315,8.309144283447266,4.740248243408203,2.8335560546874996,13.851997753906248,8.157359229736327,3.114359229736328,7.3165560546875,13.717386623535155,20.20758780517578,6.52722197265625,0.14041111267089845,0.14255977130126954,37.40952374267578,646.6063500976562,647.216507446289,638.8558724365234,621.1638100585938,594.7755549316406,641.2606350097656,649.3819050292968,641.5,623.4638100585938,591.0622225341797,625.8047625732422,636.598412475586,611.4409525146484,584.3425400390626,604.1425400390625,648.8606350097656,660.2330148925781,652.0244450683593,634.5196824951172,602.0936499023438,644.4590474853516,650.0409525146484,647.3653975830078,633.4212700195312,611.7511098632813,24.81,54.31,25.1,25.06,463.6,820.4,0.0
1755540144966,7,3.391510986328125,9.435016918945312,3.6250270263671878,6.691486486816406,7.537,0.6021351342773436,7.9794645141601555,4.455,10.959065917968749,15.590512530517577,3.895,3.165265216064453,5.686467041015625,3.5685160400390625,2.494,7.313510986328125,5.686467041015625,3.054,14.20093408203125,11.061464514160157,0.8747052294921877,6.418756756591797,14.596510986328125,16.39921600341797,9.32475170288086,0.13838620483398437,-2.572693059387207,37.739178771972654,646.3614599609375,647.4789050292969,640.3559851074218,620.921094970703,594.5798175048828,641.699087524414,648.7018249511718,641.2605474853516,623.7,591.4394525146485,625.6210949707031,636.8990875244141,610.5421899414063,584.1807299804688,604.0605474853515,648.2614599609375,661.8752551269531,652.0605474853515,634.5798175048828,602.0990875244141,646.8743426513672,650.1798175048829,647.9394525146485,633.5798175048828,613.5147076416016,24.81,54.31,25.1,25.06,463.6,820.4,0.0
1755540145166,8,4.452445068359375,5.866228851318359,6.519196771240234,5.915267742919921,6.418756756591797,5.6171319067382806,7.763245770263672,3.5610439453125,12.407912109375,12.813708740234375,3.000245770263672,3.558489013671875,4.737756756591797,5.848729730224609,4.059221270751953,6.81002197265625,3.619513513183594,5.066997473144531,10.739888592529297,8.38527026977539,4.50160505493164,5.912510986328125,14.093021972656251,22.316141174316407,6.704472094726563,0.13977525512695313,-7.147810290527343,37.782109497070316,645.7210949707031,647.9990875244141,639.8421899414062,621.0394525146485,595.6376275634766,641.0018249511718,648.7394525146484,641.2798175048828,623.300912475586,591.1009124755859,625.1009124755859,637.877992553711,610.6192700195313,583.6210949707031,603.5210949707031,648.4192700195313,662.2403649902344,652.7981750488282,634.6798175048829,603.3174450683593,645.9036499023438,649.2421899414063,646.9623724365234,632.4027374267579,615.2174450683593,24.81,54.30201824951172,25.076054748535157,25.07596350097656,463.6798175048828,820.4,0.0
1755540145365,9,4.29082197265625,9.18074614868164,4.648256472167969,6.909327257080078,7.692209445800782,1.9235323366699217,8.426149229736328,5.112505284423828,11.749554931640626,15.515513232421874,4.107327257080079,3.392910986328125,3.5666439453125,2.919107242431641,2.899583729248047,5.585761756591797,4.832298459472656,4.242672742919922,12.666950352783203,9.982358675537109,1.3536119450683592,6.967238243408203,14.202089013671875,17.621486853027342,9.856774946289063,0.13823774487304688,-0.09761865478515601,36.6278279296875,645.203412475586,647.4654599609374,640.0759050292969,621.3379525146485,596.296587524414,641.3552225341797,648.6413649902344,642.1724925537109,622.5654599609375,590.7620474853516,625.5552225341797,636.6722849121094,611.3345400390625,583.7379525146484,603.4793175048828,648.8172700195312,661.803412475586,653.1586350097657,635.2552225341797,602.8861424560547,645.3413649902343,650.0311275634765,646.5413649902343,632.6552225341796,613.5963798828125,24.81,54.3,25.07,25.08,463.7,820.4,0.0
1755540145567,10,4.62477802734375,5.6133148376464845,7.720522757568359,3.6563662561035155,6.522170554199219,6.608979879394532,5.957725485839844,3.100614499511719,13.034223095703124,10.42639028076172,4.00522197265625,4.2345560546875,3.109307811279297,6.659881987304687,4.744496486816407,5.520889013671875,4.395640770263672,6.145496486816406,11.171109863281249,8.594392526855469,5.203692270996093,5.681973729248047,12.01110986328125,22.24492413330078,6.623896040039062,0.13906539758300782,-5.447842227783203,37.526730822753905,645.983492553711,646.6574599609374,640.2803175048828,620.9180949707031,594.7133323974609,640.6968249511718,648.7606350097656,641.3558724365234,624.4079376220703,590.4590474853516,625.1377774658204,636.5409525146484,610.6968249511718,583.7196824951172,603.3393649902343,649.0606350097656,660.7361899414062,652.798412475586,633.7133323974609,603.6638100585938,644.4165074462891,650.2196824951172,646.9819050292969,634.3260325927735,613.1803175048829,24.81,54.3,25.07,25.08,463.7,820.4,0.0
1755540145766,11,2.275024499511719,10.493194244384766,5.751046472167968,4.1157322570800785,7.925508459472656,3.1780489990234377,6.190754229736328,4.953975500488281,13.196510986328125,11.84495352783203,5.013243243408203,4.9027762023925785,1.265209898071289,6.028491540527344,4.401245770263672,2.4447592834472656,6.634975500488281,3.3422702697753914,10.173021972656251,10.334486486816406,2.3910050537109373,5.966467041015625,13.918379150390624,19.982705017089845,10.495951000976563,0.140677080078125,-2.416104827880859,37.053751953125,645.2421899414063,646.4201824951172,640.6192700195313,620.6403649902344,595.4972625732421,640.5798175048828,648.6403649902344,641.2596350097656,623.8623724365234,591.5174450683593,624.9201824951172,637.477992553711,610.5,585.0568975830078,603.3798175048828,649.8183575439454,660.9789050292969,652.3807299804687,632.5018249511718,603.5009124755859,644.5990875244141,649.7210949707031,648.8559851074218,633.023832397461,613.1201824951172,24.817981750488283,54.268072998046875,25.149817504882815,25.111927001953127,463.7,820.4,0.0
1755540145965,12,0.9866536414794922,6.464601958007813,7.238476486816406,4.2329109863281245,9.712120432128907,6.601041987304687,5.749939783935546,4.686850770263672,11.80746591796875,11.24746591796875,5.073910986328125,4.348939783935546,4.1466940477294925,5.13182197265625,5.730416270751953,3.875476486816406,3.034929215087891,6.938952973632813,8.281701540527344,8.677523513183594,7.373369244384766,3.0251674584960937,12.985376904296874,21.470910900878906,5.295452728271484,0.14211044506835938,2.259931937255859,37.78008305664063,646.9036201171875,647.4311275634766,640.8586350097656,620.2827299804688,594.4516024169922,640.8379525146485,648.6,641.4586350097657,623.4413649902343,592.4345400390625,624.9,637.1447774658203,610.9759050292969,583.9722849121094,603.4,649.4447774658203,661.7345400390625,651.427507446289,633.0138575439454,602.9240949707031,645.4931750488282,650.6311275634765,648.3481899414063,632.9172700195312,614.2104450683594,24.82,54.26,25.17,25.12,463.7,820.4,0.0
1755540146167,13,5.0882811024169925,10.416549028320313,4.667144283447266,5.300248243408203,9.158837595214845,2.4166477966308597,6.02577802734375,7.156077689208984,12.3595560546875,13.5986681640625,6.141248243408203,3.500332958984375,2.540614499511719,6.141248243408203,3.6606144995117185,4.00522197265625,6.884771000976563,3.5970070263671876,12.092497609863281,10.348496486816407,2.1871530795898444,6.714992973632812,12.13022197265625,20.310887890625,9.241241217041015,0.14272127001953125,3.391920764160156,37.58628547363281,646.114919921875,647.298412475586,640.5787299804688,620.9228575439454,594.6622225341797,641.9441275634766,647.716507446289,640.6968249511718,622.7574599609375,592.8409525146484,624.7393649902344,637.2409525146484,610.698412475586,584.001587524414,604.1228575439453,648.0952374267578,662.0606350097656,652.1638100585938,634.0834925537109,602.5590474853516,644.8968249511719,648.32983984375,647.0558724365234,633.4819050292969,613.214919921875,24.82,54.26,25.17,25.12,463.7,820.4,0.0
1755540146366,14,-1.4674155151367185,9.280024499511718,4.3419780273437505,4.681245770263672,10.504019445800783,3.552975500488281,7.030754229736328,4.239781256103516,10.792087890625,12.472087890625,3.2857592834472658,5.123710284423828,3.275732257080078,3.5092482971191408,7.5269729736328115,2.3297787292480465,6.756267742919922,6.519196771240234,8.44433618774414,11.7939560546875,2.5451589331054687,4.463270269775391,14.031401123046875,19.191551208496094,8.383513513183594,0.1420018249511719,-1.6393659362792972,37.432109497070314,647.3165325927735,647.5990875244141,640.5798175048828,619.7431024169922,593.6825549316407,640.6834674072265,647.5798175048828,643.6927001953125,622.7596350097656,590.6651098632813,624.7798175048828,636.1825549316407,609.6421899414063,584.0201824951172,603.7412774658203,648.4385400390626,663.1376275634766,651.7614599609375,634.0605474853515,601.7018249511718,644.8596350097656,649.5358026123047,648.2367150878906,632.9614599609374,613.4587225341797,24.82,54.228072998046876,25.10614599609375,25.183854003906248,463.7,820.4,0.0
1755540146567,15,6.511542001953126,8.433110986328124,4.230110986328125,3.5554439453124997,7.073674067382813,2.5999737292480467,7.932470216064454,5.134915284423828,13.48844619140625,13.819112109375,3.3943592297363283,2.8757254858398436,4.5145560546875005,2.099332958984375,2.806869769287109,10.034823542480469,0.5657091342773436,5.061614499511719,14.455857962646483,6.844339985351562,4.629829445800781,3.615,11.616442822265626,22.851144982910157,5.567503513183594,0.13979206237792968,-1.762199354248047,36.913999719238284,646.4952374267579,646.3346024169922,639.7968249511719,620.0425400390625,595.568572631836,640.4606350097656,648.4031750488282,641.6888873291016,623.2819050292968,590.983492553711,625.4425400390625,636.9441275634766,610.9260325927734,583.0361899414062,604.6441275634766,647.8771424560547,661.3117448730468,651.6,635.4457150878906,601.9819050292969,644.7393649902344,649.6787299804688,648.0377774658203,633.1212700195313,613.2787299804688,24.82,54.22,25.09,25.2,463.7,820.4,0.0
1755540146765,16,5.160107242431641,5.933434499511719,7.286625716552734,6.445832541503906,7.247238243408203,4.880654514160156,6.541790554199219,6.243060216064453,12.03910986328125,12.261198876953125,5.170416270751953,2.8802670410156246,4.068732958984375,5.266921555175782,1.817971202392578,4.686303498535157,6.243566122802735,4.01082197265625,13.332842822265626,12.019754096679687,1.9043742834472657,5.837476486816406,13.342979150390626,17.119397839355468,5.9043560546875,0.14191747766113283,-3.775621291503906,37.09933826904297,646.6759050292968,647.6656676025391,639.8379525146485,620.4379525146485,595.6240949707031,640.5793175048829,648.8379525146485,641.9518100585938,623.1620474853515,591.2,624.7275074462891,637.5172700195312,609.7929674072266,583.3552225341797,604.1068249511718,649.1277150878906,661.5138575439454,651.996587524414,635.0861424560546,602.4172700195312,644.4620474853516,650.0759050292969,648.6138575439453,633.4379525146485,613.7552225341797,24.82,54.22,25.09,25.2,463.7,820.4,0.0
1755540146966,17,7.082751702880859,6.190754229736328,3.401538012695313,7.0335109863281255,5.524800701904296,3.3395135131835936,9.938505932617188,1.9439472088623044,12.353956054687501,14.198379150390625,2.669046472167969,4.172243243408203,3.44802197265625,3.900311688232422,6.630461987304687,6.352218743896484,2.9537618103027343,6.3549755004882815,11.23906591796875,10.57035563354492,2.882508459472656,5.745734783935546,11.2981318359375,20.304740051269533,10.161994946289063,0.13765131469726563,-3.218444354248047,37.658905029296875,646.6403649902344,647.222007446289,640.3789050292969,620.5,595.3403649902343,640.7596350097656,647.7825549316407,640.7632849121094,622.4614599609374,591.3596350097656,625.6174450683593,636.4027374267579,610.5972625732421,583.5,603.9,649.0210949707031,661.300912475586,651.222007446289,634.2614599609375,602.7394525146484,645.0385400390626,650.5192700195313,647.8421899414062,633.3403649902343,612.3834674072266,24.812018249511716,54.196054748535154,24.986237243652344,25.00843798828125,463.7,820.4,0.0
