      1,          7.5,           4.
      2,          7.5,           2.
      3,          7.5,           0.
      4,          10.,           0.
      5,          10.,           4.
      6,           0.,           4.
      7,           0.,          3.5
      8,          7.5,     3.909091
      9,          7.5,   3.81818175
     10,          7.5,   3.72727275
     11,          7.5,   3.63636374
     12,          7.5,    3.5454545
     13,          7.5,    3.4545455
     14,          7.5,   3.36363626
     15,          7.5,   3.27272725
     16,          7.5,   3.18181825
     17,          7.5,     3.090909
     18,          7.5,           3.
     19,          7.5,     2.909091
     20,          7.5,   2.81818175
     21,          7.5,   2.72727275
     22,          7.5,   2.63636374
     23,          7.5,    2.5454545
     24,          7.5,    2.4545455
     25,          7.5,   2.36363626
     26,          7.5,   2.27272725
     27,          7.5,   2.18181825
     28,          7.5,     2.090909
     29,          7.5,   1.90909088
     30,          7.5,   1.81818187
     31,          7.5,   1.72727275
     32,          7.5,   1.63636363
     33,          7.5,    1.5454545
     34,          7.5,    1.4545455
     35,          7.5,   1.36363637
     36,          7.5,   1.27272725
     37,          7.5,   1.18181813
     38,          7.5,   1.09090912
     39,          7.5,           1.
     40,          7.5,  0.909090936
     41,          7.5,  0.818181813
     42,          7.5,  0.727272749
     43,          7.5,  0.636363626
     44,          7.5,  0.545454562
     45,          7.5,  0.454545468
     46,          7.5,  0.363636374
     47,          7.5,  0.272727281
     48,          7.5,  0.181818187
     49,          7.5, 0.0909090936
     50,   7.58928585,           0.
     51,   7.67857122,           0.
     52,   7.76785707,           0.
     53,   7.85714293,           0.
     54,   7.94642878,           0.
     55,   8.03571415,           0.
     56,        8.125,           0.
     57,   8.21428585,           0.
     58,    8.3035717,           0.
     59,   8.39285755,           0.
     60,   8.48214245,           0.
     61,    8.5714283,           0.
     62,   8.66071415,           0.
     63,         8.75,           0.
     64,   8.83928585,           0.
     65,    8.9285717,           0.
     66,   9.01785755,           0.
     67,   9.10714245,           0.
     68,    9.1964283,           0.
     69,   9.28571415,           0.
     70,        9.375,           0.
     71,   9.46428585,           0.
     72,    9.5535717,           0.
     73,   9.64285755,           0.
     74,   9.73214245,           0.
     75,    9.8214283,           0.
     76,   9.91071415,           0.
     77,          10., 0.0909090936
     78,          10.,  0.181818187
     79,          10.,  0.272727281
     80,          10.,  0.363636374
     81,          10.,  0.454545468
     82,          10.,  0.545454562
     83,          10.,  0.636363626
     84,          10.,  0.727272749
     85,          10.,  0.818181813
     86,          10.,  0.909090936
     87,          10.,           1.
     88,          10.,   1.09090912
     89,          10.,   1.18181813
     90,          10.,   1.27272725
     91,          10.,   1.36363637
     92,          10.,    1.4545455
     93,          10.,    1.5454545
     94,          10.,   1.63636363
     95,          10.,   1.72727275
     96,          10.,   1.81818187
     97,          10.,   1.90909088
     98,          10.,           2.
     99,          10.,     2.090909
    100,          10.,   2.18181825
    101,          10.,   2.27272725
    102,          10.,   2.36363626
    103,          10.,    2.4545455
    104,          10.,    2.5454545
    105,          10.,   2.63636374
    106,          10.,   2.72727275
    107,          10.,   2.81818175
    108,          10.,     2.909091
    109,          10.,           3.
    110,          10.,     3.090909
    111,          10.,   3.18181825
    112,          10.,   3.27272725
    113,          10.,   3.36363626
    114,          10.,    3.4545455
    115,          10.,    3.5454545
    116,          10.,   3.63636374
    117,          10.,   3.72727275
    118,          10.,   3.81818175
    119,          10.,     3.909091
    120,   9.91071415,           4.
    121,    9.8214283,           4.
    122,   9.73214245,           4.
    123,   9.64285755,           4.
    124,    9.5535717,           4.
    125,   9.46428585,           4.
    126,        9.375,           4.
    127,   9.28571415,           4.
    128,    9.1964283,           4.
    129,   9.10714245,           4.
    130,   9.01785755,           4.
    131,    8.9285717,           4.
    132,   8.83928585,           4.
    133,         8.75,           4.
    134,   8.66071415,           4.
    135,    8.5714283,           4.
    136,   8.48214245,           4.
    137,   8.39285755,           4.
    138,    8.3035717,           4.
    139,   8.21428585,           4.
    140,        8.125,           4.
    141,   8.03571415,           4.
    142,   7.94642878,           4.
    143,   7.85714293,           4.
    144,   7.76785707,           4.
    145,   7.67857122,           4.
    146,   7.58928585,           4.
    147,    7.4096384,           4.
    148,   7.31927729,           4.
    149,   7.22891569,           4.
    150,    7.1385541,           4.
    151,   7.04819298,           4.
    152,   6.95783138,           4.
    153,   6.86746979,           4.
    154,   6.77710867,           4.
    155,   6.68674707,           4.
    156,   6.59638548,           4.
    157,   6.50602388,           4.
    158,   6.41566277,           4.
    159,   6.32530117,           4.
    160,   6.23493958,           4.
    161,   6.14457846,           4.
    162,   6.05421686,           4.
    163,   5.96385527,           4.
    164,   5.87349415,           4.
    165,   5.78313255,           4.
    166,   5.69277096,           4.
    167,   5.60240984,           4.
    168,   5.51204824,           4.
    169,   5.42168665,           4.
    170,   5.33132553,           4.
    171,   5.24096394,           4.
    172,   5.15060234,           4.
    173,   5.06024075,           4.
    174,   4.96987963,           4.
    175,   4.87951803,           4.
    176,   4.78915644,           4.
    177,   4.69879532,           4.
    178,   4.60843372,           4.
    179,   4.51807213,           4.
    180,   4.42771101,           4.
    181,   4.33734941,           4.
    182,   4.24698782,           4.
    183,    4.1566267,           4.
    184,   4.06626511,           4.
    185,   3.97590351,           4.
    186,   3.88554215,           4.
    187,    3.7951808,           4.
    188,    3.7048192,           4.
    189,   3.61445785,           4.
    190,   3.52409649,           4.
    191,   3.43373489,           4.
    192,   3.34337354,           4.
    193,   3.25301194,           4.
    194,   3.16265059,           4.
    195,   3.07228923,           4.
    196,   2.98192763,           4.
    197,   2.89156628,           4.
    198,   2.80120492,           4.
    199,   2.71084332,           4.
    200,   2.62048197,           4.
    201,   2.53012037,           4.
    202,   2.43975902,           4.
    203,   2.34939766,           4.
    204,   2.25903606,           4.
    205,   2.16867471,           4.
    206,   2.07831335,           4.
    207,   1.98795176,           4.
    208,    1.8975904,           4.
    209,   1.80722892,           4.
    210,   1.71686745,           4.
    211,   1.62650597,           4.
    212,   1.53614461,           4.
    213,   1.44578314,           4.
    214,   1.35542166,           4.
    215,   1.26506019,           4.
    216,   1.17469883,           4.
    217,   1.08433735,           4.
    218,  0.993975878,           4.
    219,  0.903614461,           4.
    220,  0.813252985,           4.
    221,  0.722891569,           4.
    222,  0.632530093,           4.
    223,  0.542168677,           4.
    224,  0.451807231,           4.
    225,  0.361445785,           4.
    226,  0.271084338,           4.
    227,  0.180722892,           4.
    228, 0.0903614461,           4.
    229,           0.,   3.92857146
    230,           0.,   3.85714293
    231,           0.,   3.78571439
    232,           0.,   3.71428561
    233,           0.,   3.64285707
    234,           0.,   3.57142854
    235,  0.089531295,   3.49989319
    236,  0.179062143,   3.49957252
    237,     0.268592,   3.49903774
    238,  0.358120322,   3.49828911
    239,  0.447646618,    3.4973259
    240,  0.537170291,   3.49614763
    241,  0.626690805,   3.49475431
    242,  0.716207683,   3.49314499
    243,  0.805720448,   3.49131918
    244,  0.895228624,   3.48927593
    245,  0.984731495,   3.48701453
    246,   1.07422864,   3.48453403
    247,    1.1637193,   3.48183346
    248,   1.25320292,   3.47891164
    249,   1.34267902,   3.47576714
    250,   1.43214715,   3.47239876
    251,   1.52160645,   3.46880507
    252,   1.61105633,   3.46498466
    253,    1.7004962,   3.46093559
    254,   1.78992522,   3.45665598
    255,   1.87934279,   3.45214415
    256,   1.96874833,   3.44739819
    257,   2.05814099,   3.44241548
    258,   2.14752007,   3.43719387
    259,   2.23688459,   3.43173099
    260,   2.32623386,   3.42602444
    261,   2.41556716,   3.42007089
    262,   2.50488353,   3.41386795
    263,   2.59418201,   3.40741205
    264,   2.68346143,   3.40070033
    265,   2.77272081,   3.39372897
    266,   2.86195946,   3.38649464
    267,   2.95117617,   3.37899327
    268,   3.04036951,   3.37122059
    269,   3.12953854,   3.36317253
    270,   3.21868181,   3.35484457
    271,   3.30779791,   3.34623146
    272,   3.39688563,    3.3373282
    273,   3.48594308,   3.32812953
    274,   3.57496905,    3.3186295
    275,   3.66396165,   3.30882215
    276,    3.7529192,   3.29870081
    277,   3.84183955,   3.28825879
    278,   3.93072081,   3.27748871
    279,   4.01956081,   3.26638269
    280,   4.10835695,   3.25493264
    281,   4.19710684,   3.24312973
    282,   4.28580761,   3.23096466
    283,   4.37445688,   3.21842718
    284,   4.46305132,    3.2055068
    285,    4.5515871,   3.19219232
    286,    4.6400609,   3.17847085
    287,   4.72846794,   3.16432977
    288,   4.81680536,   3.14975452
    289,   4.90506697,   3.13473034
    290,   4.99324799,   3.11924028
    291,   5.08134317,   3.10326695
    292,   5.16934538,   3.08679104
    293,   5.25724792,   3.06979156
    294,   5.34504318,   3.05224538
    295,   5.43272209,   3.03412819
    296,   5.52027512,   3.01541233
    297,   5.60769176,     2.996068
    298,   5.69495916,    2.9760623
    299,   5.78206348,   2.95535827
    300,   5.86898899,   2.93391585
    301,   5.95571756,   2.91168928
    302,   6.04222727,   2.88862777
    303,   6.12849474,   2.86467457
    304,   6.21449041,   2.83976436
    305,   6.30018091,   2.81382346
    306,    6.3855257,   2.78676724
    307,   6.47047567,     2.758497
    308,   6.55497217,   2.72889876
    309,   6.63894176,   2.69783807
    310,    6.7222929,   2.66515493
